 A ( ADVERB ) 
 ansimiate ( VERB ) lemma=ansimare 
 ansimin ( VERB ) lemma=ansimare 
 ansimino ( VERB ) lemma=ansimare 
 ansimo ( VERB ) lemma=ansimare 
 ansimo' ( VERB ) lemma=ansimare 
 ansimò ( VERB ) lemma=ansimare 
 ansin ( VERB ) lemma=ansare 
 ansino ( VERB ) lemma=ansare 
 ansiosa ( ADJECTIVE ) lemma=ansioso 
 ansiose ( ADJECTIVE ) lemma=ansioso 
 ansiosi ( NOUN ADJECTIVE NOUN_SINGULAR ) lemma=ansioso 
 ansiosissima ( ADJECTIVE ) lemma=ansioso 
 ansiosissime ( ADJECTIVE ) lemma=ansioso 
 ansiosissimi ( ADJECTIVE ) lemma=ansioso 
 ansiosissimo ( ADJECTIVE ) lemma=ansioso 
 ansioso ( NOUN ADJECTIVE NOUN_SINGULAR ) 
 anso ( VERB ) lemma=ansare 
 anso' ( VERB ) lemma=ansare 
 ansò ( VERB ) lemma=ansare 
 antagonismi ( NOUN NOUN_SINGULAR ) lemma=antagonismo 
 antagonismo ( NOUN NOUN_SINGULAR ) 
 antagonista ( NOUN ADJECTIVE NOUN_SINGULAR ) 
 antagoniste ( NOUN ADJECTIVE NOUN_SINGULAR ) lemma=antagonista 
 antagonisti ( NOUN ADJECTIVE NOUN_SINGULAR ) lemma=antagonista 
 antagonistica ( ADJECTIVE ) lemma=antagonistico 
 antagonistiche ( ADJECTIVE ) lemma=antagonistico 
 antagonistici ( ADJECTIVE ) lemma=antagonistico 
 antagonisticissima ( ADJECTIVE ) lemma=antagonistico 
 antagonisticissime ( ADJECTIVE ) lemma=antagonistico 
 antagonisticissimi ( ADJECTIVE ) lemma=antagonistico 
 antagonisticissimo ( ADJECTIVE ) lemma=antagonistico 
 antagonistico ( ADJECTIVE ) 
 antagonistissima ( ADJECTIVE ) lemma=antagonista 
 antagonistissime ( ADJECTIVE ) lemma=antagonista 
 antagonistissimi ( ADJECTIVE ) lemma=antagonista 
 antagonistissimo ( ADJECTIVE ) lemma=antagonista 
 antartica ( ADJECTIVE ) lemma=antartico 
 antartiche ( ADJECTIVE ) lemma=antartico 
 antartici ( ADJECTIVE ) lemma=antartico 
 antarticissima ( ADJECTIVE ) lemma=antartico 
 antarticissime ( ADJECTIVE ) lemma=antartico 
 antarticissimi ( ADJECTIVE ) lemma=antartico 
 antarticissimo ( ADJECTIVE ) lemma=antartico 
 antartico ( ADJECTIVE ) 
 ante-litteram ( ADJECTIVE ) 
 antecedente ( NOUN ADJECTIVE NOUN_SINGULAR ) 
 antecedenti ( NOUN ADJECTIVE NOUN_SINGULAR ) lemma=antecedente 
 antecedentissima ( ADJECTIVE ) lemma=antecedente 
 antecedentissime ( ADJECTIVE ) lemma=antecedente 
 antecedentissimi ( ADJECTIVE ) lemma=antecedente 
 antecedentissimo ( ADJECTIVE ) lemma=antecedente 
 antefatti ( NOUN NOUN_SINGULAR ) lemma=antefatto 
 antefatto ( NOUN NOUN_SINGULAR ) 
 antelucana ( ADJECTIVE ) lemma=antelucano 
 antelucane ( ADJECTIVE ) lemma=antelucano 
 antelucani ( ADJECTIVE ) lemma=antelucano 
 antelucanissima ( ADJECTIVE ) lemma=antelucano 
 antelucanissime ( ADJECTIVE ) lemma=antelucano 
 antelucanissimi ( ADJECTIVE ) lemma=antelucano 
 antelucanissimo ( ADJECTIVE ) lemma=antelucano 
 antelucano ( ADJECTIVE ) 
 antenata ( NOUN ADJECTIVE NOUN_SINGULAR ) lemma=antenato 
 antenate ( NOUN ADJECTIVE NOUN_SINGULAR ) lemma=antenato 
 antenati ( NOUN ADJECTIVE NOUN_SINGULAR ) lemma=antenato 
 antenatissima ( ADJECTIVE ) lemma=antenato 
 antenatissime ( ADJECTIVE ) lemma=antenato 
 antenatissimi ( ADJECTIVE ) lemma=antenato 
 antenatissimo ( ADJECTIVE ) lemma=antenato 
 antenato ( NOUN ADJECTIVE NOUN_SINGULAR ) 
 antenna ( NOUN NOUN_SINGULAR ) 
 antenne ( NOUN NOUN_SINGULAR ) lemma=antenna 
 antepone ( VERB ) lemma=anteporre 
 anteponemmo ( VERB ) lemma=anteporre 
 anteponendo ( NOUN NOUN_GERUND ) lemma=anteporre 
 anteponente ( VERB_PRESENT_PARTICIPLE VERB ) lemma=anteporre 
 anteponenti ( VERB_PRESENT_PARTICIPLE VERB ) lemma=anteporre 
 anteponesse ( VERB ) lemma=anteporre 
 anteponesser ( VERB ) lemma=anteporre 
 anteponessero ( VERB ) lemma=anteporre 
 anteponessi ( VERB ) lemma=anteporre 
 anteponessimo ( VERB ) lemma=anteporre 
 anteponeste ( VERB ) lemma=anteporre 
 anteponesti ( VERB ) lemma=anteporre 
 anteponete ( VERB ) lemma=anteporre 
 anteponeva ( VERB ) lemma=anteporre 
 anteponevamo ( VERB ) lemma=anteporre 
 anteponevan ( VERB ) lemma=anteporre 
 anteponevano ( VERB ) lemma=anteporre 
 anteponevate ( VERB ) lemma=anteporre 
 anteponevi ( VERB ) lemma=anteporre 
 anteponevo ( VERB ) lemma=anteporre 
 anteponga ( VERB ) lemma=anteporre 
 antepongan ( VERB ) lemma=anteporre 
 antepongano ( VERB ) lemma=anteporre 
 antepongo ( VERB ) lemma=anteporre 
 antepongon ( VERB ) lemma=anteporre 
 antepongono ( VERB ) lemma=anteporre 
 anteponi ( VERB ) lemma=anteporre 
 anteponiamo ( VERB ) lemma=anteporre 
 anteponiate ( VERB ) lemma=anteporre 
 anteporr ( VERB_INFINITIVE VERB ) lemma=anteporre 
 anteporra' ( VERB ) lemma=anteporre 
 anteporrai ( VERB ) lemma=anteporre 
 anteporran ( VERB ) lemma=anteporre 
 anteporranno ( VERB ) lemma=anteporre 
 anteporre ( VERB_INFINITIVE VERB ) 
 anteporrebbe ( VERB ) lemma=anteporre 
 anteporrebber ( VERB ) lemma=anteporre 
 anteporrebbero ( VERB ) lemma=anteporre 
 anteporrei ( VERB ) lemma=anteporre 
 anteporremmo ( VERB ) lemma=anteporre 
 anteporremo ( VERB ) lemma=anteporre 
 anteporreste ( VERB ) lemma=anteporre 
 anteporresti ( VERB ) lemma=anteporre 
 anteporrete ( VERB ) lemma=anteporre 
 anteporro' ( VERB ) lemma=anteporre 
 anteporrà ( VERB ) lemma=anteporre 
 anteporrò ( VERB ) lemma=anteporre 
 antepose ( VERB ) lemma=anteporre 
 anteposer ( VERB ) lemma=anteporre 
 anteposero ( VERB ) lemma=anteporre 
 anteposi ( VERB ) lemma=anteporre 
 anteposta ( VERB_PAST_PARTICIPLE VERB ) lemma=anteporre 
 anteposte ( VERB_PAST_PARTICIPLE VERB ) lemma=anteporre 
 anteposti ( VERB_PAST_PARTICIPLE VERB ) lemma=anteporre 
 anteposto ( VERB_PAST_PARTICIPLE VERB ) lemma=anteporre 
 anteprima ( NOUN NOUN_SINGULAR ) 
 anteprime ( NOUN NOUN_SINGULAR ) lemma=anteprima 
 anteriore ( NOUN ADJECTIVE NOUN_SINGULAR ) 
 anteriori ( NOUN ADJECTIVE NOUN_SINGULAR ) lemma=anteriore 
 anteriorissima ( ADJECTIVE ) lemma=anteriore 
 anteriorissime ( ADJECTIVE ) lemma=anteriore 
 anteriorissimi ( ADJECTIVE ) lemma=anteriore 
 anteriorissimo ( ADJECTIVE ) lemma=anteriore 
 anteriormente ( ADVERB ) 
 antesignani ( NOUN NOUN_SINGULAR ) lemma=antesignano 
 antesignano ( NOUN NOUN_SINGULAR ) 
 anti-Amato ( ADJECTIVE ) 
 anti-Arafat ( ADJECTIVE ) 
 anti-Berlinguer ( ADJECTIVE ) 
 anti-Berlusconi ( ADJECTIVE ) 
 anti-Bnp ( ADJECTIVE ) 
 anti-Bologna ( ADJECTIVE ) 
 anti-Bruxelles ( ADJECTIVE ) 
 anti-Bse ( ADJECTIVE ) 
 anti-Bush ( ADJECTIVE ) 
 anti-Castro ( ADJECTIVE ) 
 anti-Cee ( ADJECTIVE ) 
 anti-Cepu ( ADJECTIVE ) 
 anti-Chelsea ( ADJECTIVE ) 
 anti-Cl ( ADJECTIVE ) 
 anti-Clinton ( ADJECTIVE ) 
 anti-Cobas ( ADJECTIVE ) 
 anti-Comintern ( ADJECTIVE ) 
 anti-Concordato ( ADJECTIVE ) 
 anti-Craxi ( ADJECTIVE ) 
 anti-Csm ( ADJECTIVE ) 
 anti-Cuccia ( ADJECTIVE ) 
 anti-Dc ( ADJECTIVE ) 
 anti-Disney ( ADJECTIVE ) 
 anti-Eire ( ADJECTIVE ) 
 anti-Eta ( ADJECTIVE ) 
 anti-Expo ( ADJECTIVE ) 
 anti-Falcone ( ADJECTIVE ) 
 anti-Fanfani ( ADJECTIVE ) 
 anti-Ferruzzi ( ADJECTIVE ) 
 anti-Fiat ( ADJECTIVE ) 
 anti-Fisco ( ADJECTIVE ) 
 anti-Gandhi ( ADJECTIVE ) 
 anti-Gardini ( ADJECTIVE ) 
 anti-Gates ( ADJECTIVE ) 
 anti-Gemina ( ADJECTIVE ) 
 anti-Generali ( ADJECTIVE ) 
 anti-Gheddafi ( ADJECTIVE ) 
 anti-Gorbaciov ( ADJECTIVE ) 
 anti-Gore ( ADJECTIVE ) 
 anti-Haider ( ADJECTIVE ) 
 anti-Hamas ( ADJECTIVE ) 
 anti-Iciap ( ADJECTIVE ) 
 anti-Intifada ( ADJECTIVE ) 
 anti-Iraq ( ADJECTIVE ) 
 anti-Irpeg ( ADJECTIVE ) 
 anti-Israele ( ADJECTIVE ) 
 anti-Italia ( ADJECTIVE ) 
 anti-Jaruzelski ( ADJECTIVE ) 
 anti-Juve ( ADJECTIVE ) 
 anti-Maastricht ( ADJECTIVE ) 
 anti-Malpensa ( ADJECTIVE ) 
 anti-Mediobanca ( ADJECTIVE ) 
 anti-Menem ( ADJECTIVE ) 
 anti-Microsoft ( ADJECTIVE ) 
 anti-Milosevic ( ADJECTIVE ) 
 anti-Nato ( ADJECTIVE ) 
 anti-Noriega ( ADJECTIVE ) 
 anti-Occhetto ( ADJECTIVE ) 
 anti-Olimpiadi ( ADJECTIVE ) 
 anti-Onu ( ADJECTIVE ) 
 anti-Opa ( ADJECTIVE ) 
 anti-Pentagono ( ADJECTIVE ) 
 anti-Pinochet ( ADJECTIVE ) 
 anti-Piovra ( ADJECTIVE ) 
 anti-Pkk ( ADJECTIVE ) 
 anti-Ppi ( ADJECTIVE ) 
 anti-Prandini ( ADJECTIVE ) 
 anti-Psi ( ADJECTIVE ) 
 anti-Rai ( ADJECTIVE ) 
 anti-Rifondazione ( ADJECTIVE ) 
 anti-Sensi ( ADJECTIVE ) 
 anti-Sergio-Cusani ( ADJECTIVE ) 
 anti-Solidarnosc ( ADJECTIVE ) 
 anti-Stato ( ADJECTIVE ) 
 anti-Tele+ ( ADJECTIVE ) 
 anti-Thatcher ( ADJECTIVE ) 
 anti-Tir ( ADJECTIVE ) 
 anti-Vietnam ( ADJECTIVE ) 
 anti-abigeato ( ADJECTIVE ) 
 anti-abortista ( ADJECTIVE ) 
 anti-abortiste ( ADJECTIVE ) lemma=anti-abortista 
 anti-abortisti ( ADJECTIVE ) lemma=anti-abortista 
 anti-abortistissima ( ADJECTIVE ) lemma=anti-abortista 
 anti-abortistissime ( ADJECTIVE ) lemma=anti-abortista 
 anti-abortistissimi ( ADJECTIVE ) lemma=anti-abortista 
 anti-abortistissimo ( ADJECTIVE ) lemma=anti-abortista 
 anti-aborto ( ADJECTIVE ) 
 anti-abrogazionista ( ADJECTIVE ) 
 anti-abrogazioniste ( ADJECTIVE ) lemma=anti-abrogazionista 
 anti-abrogazionisti ( ADJECTIVE ) lemma=anti-abrogazionista 
 anti-abrogazionistissima ( ADJECTIVE ) lemma=anti-abrogazionista 
 anti-abrogazionistissime ( ADJECTIVE ) lemma=anti-abrogazionista 
 anti-abrogazionistissimi ( ADJECTIVE ) lemma=anti-abrogazionista 
 anti-abrogazionistissimo ( ADJECTIVE ) lemma=anti-abrogazionista 
 anti-abusivismo ( ADJECTIVE ) 
 anti-accattonaggio ( ADJECTIVE ) 
 anti-alcol ( ADJECTIVE ) 
 anti-alga ( ADJECTIVE ) 
 anti-alghe ( ADJECTIVE ) 
 anti-alieno ( ADJECTIVE ) 
 anti-americana ( ADJECTIVE ) lemma=anti-americano 
 anti-americane ( ADJECTIVE ) lemma=anti-americano 
 anti-americani ( ADJECTIVE ) lemma=anti-americano 
 anti-americanissima ( ADJECTIVE ) lemma=anti-americano 
 anti-americanissime ( ADJECTIVE ) lemma=anti-americano 
 anti-americanissimi ( ADJECTIVE ) lemma=anti-americano 
 anti-americanissimo ( ADJECTIVE ) lemma=anti-americano 
 anti-americano ( ADJECTIVE ) 
 anti-amnistia ( ADJECTIVE ) 
 anti-apartheid ( ADJECTIVE ) 
 anti-araba ( ADJECTIVE ) lemma=anti-arabo 
 anti-arabe ( ADJECTIVE ) lemma=anti-arabo 
 anti-arabi ( ADJECTIVE ) lemma=anti-arabo 
 anti-arabissima ( ADJECTIVE ) lemma=anti-arabo 
 anti-arabissime ( ADJECTIVE ) lemma=anti-arabo 
 anti-arabissimi ( ADJECTIVE ) lemma=anti-arabo 
 anti-arabissimo ( ADJECTIVE ) lemma=anti-arabo 
 anti-arabo ( ADJECTIVE ) 
 anti-ariostea ( ADJECTIVE ) lemma=anti-ariosteo 
 anti-ariostee ( ADJECTIVE ) lemma=anti-ariosteo 
 anti-ariostei ( ADJECTIVE ) lemma=anti-ariosteo 
 anti-ariosteissima ( ADJECTIVE ) lemma=anti-ariosteo 
 anti-ariosteissime ( ADJECTIVE ) lemma=anti-ariosteo 
 anti-ariosteissimi ( ADJECTIVE ) lemma=anti-ariosteo 
 anti-ariosteissimo ( ADJECTIVE ) lemma=anti-ariosteo 
 anti-ariosteo ( ADJECTIVE ) 
 anti-armi ( ADJECTIVE ) 
 anti-assenteismo ( ADJECTIVE ) 
 anti-austriaca ( ADJECTIVE ) lemma=anti-austriaco 
 anti-austriache ( ADJECTIVE ) lemma=anti-austriaco 
 anti-austriaci ( ADJECTIVE ) lemma=anti-austriaco 
 anti-austriacissima ( ADJECTIVE ) lemma=anti-austriaco 
 anti-austriacissime ( ADJECTIVE ) lemma=anti-austriaco 
 anti-austriacissimi ( ADJECTIVE ) lemma=anti-austriaco 
 anti-austriacissimo ( ADJECTIVE ) lemma=anti-austriaco 
 anti-austriaco ( ADJECTIVE ) 
 anti-automobile ( ADJECTIVE ) 
 anti-autoritarismo ( ADJECTIVE ) 
 anti-balistica ( ADJECTIVE ) lemma=anti-balistico 
 anti-balistiche ( ADJECTIVE ) lemma=anti-balistico 
 anti-balistici ( ADJECTIVE ) lemma=anti-balistico 
 anti-balisticissima ( ADJECTIVE ) lemma=anti-balistico 
 anti-balisticissime ( ADJECTIVE ) lemma=anti-balistico 
 anti-balisticissimi ( ADJECTIVE ) lemma=anti-balistico 
 anti-balisticissimo ( ADJECTIVE ) lemma=anti-balistico 
 anti-balistico ( ADJECTIVE ) 
 anti-batterica ( ADJECTIVE ) lemma=anti-batterico 
 anti-batteriche ( ADJECTIVE ) lemma=anti-batterico 
 anti-batterici ( ADJECTIVE ) lemma=anti-batterico 
 anti-battericissima ( ADJECTIVE ) lemma=anti-batterico 
 anti-battericissime ( ADJECTIVE ) lemma=anti-batterico 
 anti-battericissimi ( ADJECTIVE ) lemma=anti-batterico 
 anti-battericissimo ( ADJECTIVE ) lemma=anti-batterico 
 anti-batterico ( ADJECTIVE ) 
 anti-berlusconiana ( ADJECTIVE ) lemma=anti-berlusconiano 
 anti-berlusconiane ( ADJECTIVE ) lemma=anti-berlusconiano 
 anti-berlusconiani ( ADJECTIVE ) lemma=anti-berlusconiano 
 anti-berlusconianissima ( ADJECTIVE ) lemma=anti-berlusconiano 
 anti-berlusconianissime ( ADJECTIVE ) lemma=anti-berlusconiano 
 anti-berlusconianissimi ( ADJECTIVE ) lemma=anti-berlusconiano 
 anti-berlusconianissimo ( ADJECTIVE ) lemma=anti-berlusconiano 
 anti-berlusconiano ( ADJECTIVE ) 
 anti-bicentenario ( ADJECTIVE ) 
 anti-boia ( ADJECTIVE ) 
 anti-cancerosa ( ADJECTIVE ) lemma=anti-canceroso 
 anti-cancerose ( ADJECTIVE ) lemma=anti-canceroso 
 anti-cancerosi ( ADJECTIVE ) lemma=anti-canceroso 
 anti-cancerosissima ( ADJECTIVE ) lemma=anti-canceroso 
 anti-cancerosissime ( ADJECTIVE ) lemma=anti-canceroso 
 anti-cancerosissimi ( ADJECTIVE ) lemma=anti-canceroso 
 anti-cancerosissimo ( ADJECTIVE ) lemma=anti-canceroso 
 anti-canceroso ( ADJECTIVE ) 
 anti-cancro ( ADJECTIVE ) 
 anti-carro ( ADJECTIVE ) 
 anti-castrista ( ADJECTIVE ) 
 anti-castriste ( ADJECTIVE ) lemma=anti-castrista 
 anti-castristi ( ADJECTIVE ) lemma=anti-castrista 
 anti-castristissima ( ADJECTIVE ) lemma=anti-castrista 
 anti-castristissime ( ADJECTIVE ) lemma=anti-castrista 
 anti-castristissimi ( ADJECTIVE ) lemma=anti-castrista 
 anti-castristissimo ( ADJECTIVE ) lemma=anti-castrista 
 anti-cattolica ( ADJECTIVE ) lemma=anti-cattolico 
 anti-cattoliche ( ADJECTIVE ) lemma=anti-cattolico 
 anti-cattolici ( ADJECTIVE ) lemma=anti-cattolico 
 anti-cattolicissima ( ADJECTIVE ) lemma=anti-cattolico 
 anti-cattolicissime ( ADJECTIVE ) lemma=anti-cattolico 
 anti-cattolicissimi ( ADJECTIVE ) lemma=anti-cattolico 
 anti-cattolicissimo ( ADJECTIVE ) lemma=anti-cattolico 
 anti-cattolico ( ADJECTIVE ) 
 anti-centrosinistra ( ADJECTIVE ) 
 anti-clandestini ( ADJECTIVE ) 
 anti-coagulante ( ADJECTIVE ) 
 anti-coagulanti ( ADJECTIVE ) lemma=anti-coagulante 
 anti-coagulantissima ( ADJECTIVE ) lemma=anti-coagulante 
 anti-coagulantissime ( ADJECTIVE ) lemma=anti-coagulante 
 anti-coagulantissimi ( ADJECTIVE ) lemma=anti-coagulante 
 anti-coagulantissimo ( ADJECTIVE ) lemma=anti-coagulante 
 anti-colesterolo ( ADJECTIVE ) 
 anti-colonialista ( ADJECTIVE ) 
 anti-colonialiste ( ADJECTIVE ) lemma=anti-colonialista 
 anti-colonialisti ( ADJECTIVE ) lemma=anti-colonialista 
 anti-colonialistissima ( ADJECTIVE ) lemma=anti-colonialista 
 anti-colonialistissime ( ADJECTIVE ) lemma=anti-colonialista 
 anti-colonialistissimi ( ADJECTIVE ) lemma=anti-colonialista 
 anti-colonialistissimo ( ADJECTIVE ) lemma=anti-colonialista 
 anti-colpevolista ( ADJECTIVE ) 
 anti-colpevoliste ( ADJECTIVE ) lemma=anti-colpevolista 
 anti-colpevolisti ( ADJECTIVE ) lemma=anti-colpevolista 
 anti-colpevolistissima ( ADJECTIVE ) lemma=anti-colpevolista 
 anti-colpevolistissime ( ADJECTIVE ) lemma=anti-colpevolista 
 anti-colpevolistissimi ( ADJECTIVE ) lemma=anti-colpevolista 
 anti-colpevolistissimo ( ADJECTIVE ) lemma=anti-colpevolista 
 anti-comunista ( ADJECTIVE ) 
 anti-comuniste ( ADJECTIVE ) lemma=anti-comunista 
 anti-comunisti ( ADJECTIVE ) lemma=anti-comunista 
 anti-comunistissima ( ADJECTIVE ) lemma=anti-comunista 
 anti-comunistissime ( ADJECTIVE ) lemma=anti-comunista 
 anti-comunistissimi ( ADJECTIVE ) lemma=anti-comunista 
 anti-comunistissimo ( ADJECTIVE ) lemma=anti-comunista 
 anti-concentrazione ( ADJECTIVE ) 
 anti-conformista ( ADJECTIVE ) 
 anti-conformiste ( ADJECTIVE ) lemma=anti-conformista 
 anti-conformisti ( ADJECTIVE ) lemma=anti-conformista 
 anti-conformistissima ( ADJECTIVE ) lemma=anti-conformista 
 anti-conformistissime ( ADJECTIVE ) lemma=anti-conformista 
 anti-conformistissimi ( ADJECTIVE ) lemma=anti-conformista 
 anti-conformistissimo ( ADJECTIVE ) lemma=anti-conformista 
 anti-confuciana ( ADJECTIVE ) lemma=anti-confuciano 
 anti-confuciane ( ADJECTIVE ) lemma=anti-confuciano 
 anti-confuciani ( ADJECTIVE ) lemma=anti-confuciano 
 anti-confucianissima ( ADJECTIVE ) lemma=anti-confuciano 
 anti-confucianissime ( ADJECTIVE ) lemma=anti-confuciano 
 anti-confucianissimi ( ADJECTIVE ) lemma=anti-confuciano 
 anti-confucianissimo ( ADJECTIVE ) lemma=anti-confuciano 
 anti-confuciano ( ADJECTIVE ) 
 anti-congiunturale ( ADJECTIVE ) 
 anti-congiunturali ( ADJECTIVE ) lemma=anti-congiunturale 
 anti-congiunturalissima ( ADJECTIVE ) lemma=anti-congiunturale 
 anti-congiunturalissime ( ADJECTIVE ) lemma=anti-congiunturale 
 anti-congiunturalissimi ( ADJECTIVE ) lemma=anti-congiunturale 
 anti-congiunturalissimo ( ADJECTIVE ) lemma=anti-congiunturale 
 anti-congiura ( ADJECTIVE ) 
 anti-contrabbando ( ADJECTIVE ) 
 anti-convenzionale ( ADJECTIVE ) 
 anti-convenzionali ( ADJECTIVE ) lemma=anti-convenzionale 
 anti-convenzionalissima ( ADJECTIVE ) lemma=anti-convenzionale 
 anti-convenzionalissime ( ADJECTIVE ) lemma=anti-convenzionale 
 anti-convenzionalissimi ( ADJECTIVE ) lemma=anti-convenzionale 
 anti-convenzionalissimo ( ADJECTIVE ) lemma=anti-convenzionale 
 anti-corruzione ( ADJECTIVE ) 
 anti-corteo ( ADJECTIVE ) 
 anti-cossighiana ( ADJECTIVE ) lemma=anti-cossighiano 
 anti-cossighiane ( ADJECTIVE ) lemma=anti-cossighiano 
 anti-cossighiani ( ADJECTIVE ) lemma=anti-cossighiano 
 anti-cossighianissima ( ADJECTIVE ) lemma=anti-cossighiano 
 anti-cossighianissime ( ADJECTIVE ) lemma=anti-cossighiano 
 anti-cossighianissimi ( ADJECTIVE ) lemma=anti-cossighiano 
 anti-cossighianissimo ( ADJECTIVE ) lemma=anti-cossighiano 
 anti-cossighiano ( ADJECTIVE ) 
 anti-crack ( ADJECTIVE ) 
 anti-crimine ( ADJECTIVE ) 
 anti-crisi ( ADJECTIVE ) 
 anti-cultura ( ADJECTIVE ) 
 anti-debito ( ADJECTIVE ) 
 anti-demartiniana ( ADJECTIVE ) lemma=anti-demartiniano 
 anti-demartiniane ( ADJECTIVE ) lemma=anti-demartiniano 
 anti-demartiniani ( ADJECTIVE ) lemma=anti-demartiniano 
 anti-demartinianissima ( ADJECTIVE ) lemma=anti-demartiniano 
 anti-demartinianissime ( ADJECTIVE ) lemma=anti-demartiniano 
 anti-demartinianissimi ( ADJECTIVE ) lemma=anti-demartiniano 
 anti-demartinianissimo ( ADJECTIVE ) lemma=anti-demartiniano 
 anti-demartiniano ( ADJECTIVE ) 
 anti-democratica ( ADJECTIVE ) lemma=anti-democratico 
 anti-democratiche ( ADJECTIVE ) lemma=anti-democratico 
 anti-democratici ( ADJECTIVE ) lemma=anti-democratico 
 anti-democraticissima ( ADJECTIVE ) lemma=anti-democratico 
 anti-democraticissime ( ADJECTIVE ) lemma=anti-democratico 
 anti-democraticissimi ( ADJECTIVE ) lemma=anti-democratico 
 anti-democraticissimo ( ADJECTIVE ) lemma=anti-democratico 
 anti-democratico ( ADJECTIVE ) 
 anti-democristiani ( ADJECTIVE ) 
 anti-depressione ( ADJECTIVE ) 
 anti-depressiva ( ADJECTIVE ) lemma=anti-depressivo 
 anti-depressive ( ADJECTIVE ) lemma=anti-depressivo 
 anti-depressivi ( ADJECTIVE ) lemma=anti-depressivo 
 anti-depressivissima ( ADJECTIVE ) lemma=anti-depressivo 
 anti-depressivissime ( ADJECTIVE ) lemma=anti-depressivo 
 anti-depressivissimi ( ADJECTIVE ) lemma=anti-depressivo 
 anti-depressivissimo ( ADJECTIVE ) lemma=anti-depressivo 
 anti-depressivo ( ADJECTIVE ) 
 anti-dimostrazione ( ADJECTIVE ) 
 anti-discriminazione ( ADJECTIVE ) 
 anti-disoccupazione ( ADJECTIVE ) 
 anti-dittatura ( ADJECTIVE ) 
 anti-diva ( ADJECTIVE ) 
 anti-dollaro ( ADJECTIVE ) 
 anti-doping ( ADJECTIVE ) 
 anti-dumping ( ADJECTIVE ) 
 anti-ebraica ( ADJECTIVE ) lemma=anti-ebraico 
 anti-ebraiche ( ADJECTIVE ) lemma=anti-ebraico 
 anti-ebraici ( ADJECTIVE ) lemma=anti-ebraico 
 anti-ebraicissima ( ADJECTIVE ) lemma=anti-ebraico 
 anti-ebraicissime ( ADJECTIVE ) lemma=anti-ebraico 
 anti-ebraicissimi ( ADJECTIVE ) lemma=anti-ebraico 
 anti-ebraicissimo ( ADJECTIVE ) lemma=anti-ebraico 
 anti-ebraico ( ADJECTIVE ) 
 anti-economica ( ADJECTIVE ) lemma=anti-economico 
 anti-economiche ( ADJECTIVE ) lemma=anti-economico 
 anti-economici ( ADJECTIVE ) lemma=anti-economico 
 anti-economicissima ( ADJECTIVE ) lemma=anti-economico 
 anti-economicissime ( ADJECTIVE ) lemma=anti-economico 
 anti-economicissimi ( ADJECTIVE ) lemma=anti-economico 
 anti-economicissimo ( ADJECTIVE ) lemma=anti-economico 
 anti-economico ( ADJECTIVE ) 
 anti-elusione ( ADJECTIVE ) 
 anti-ergastolo ( ADJECTIVE ) 
 anti-establishment ( ADJECTIVE ) 
 anti-euro ( ADJECTIVE ) 
 anti-europea ( ADJECTIVE ) lemma=anti-europeo 
 anti-europee ( ADJECTIVE ) lemma=anti-europeo 
 anti-europei ( ADJECTIVE ) lemma=anti-europeo 
 anti-europeissima ( ADJECTIVE ) lemma=anti-europeo 
 anti-europeissime ( ADJECTIVE ) lemma=anti-europeo 
 anti-europeissimi ( ADJECTIVE ) lemma=anti-europeo 
 anti-europeissimo ( ADJECTIVE ) lemma=anti-europeo 
 anti-europeo ( ADJECTIVE ) 
 anti-evasione ( ADJECTIVE ) 
 anti-fantasmi ( ADJECTIVE ) 
 anti-fascista ( ADJECTIVE ) 
 anti-fasciste ( ADJECTIVE ) lemma=anti-fascista 
 anti-fascisti ( ADJECTIVE ) lemma=anti-fascista 
 anti-fascistissima ( ADJECTIVE ) lemma=anti-fascista 
 anti-fascistissime ( ADJECTIVE ) lemma=anti-fascista 
 anti-fascistissimi ( ADJECTIVE ) lemma=anti-fascista 
 anti-fascistissimo ( ADJECTIVE ) lemma=anti-fascista 
 anti-federalista ( ADJECTIVE ) 
 anti-federaliste ( ADJECTIVE ) lemma=anti-federalista 
 anti-federalisti ( ADJECTIVE ) lemma=anti-federalista 
 anti-federalistissima ( ADJECTIVE ) lemma=anti-federalista 
 anti-federalistissime ( ADJECTIVE ) lemma=anti-federalista 
 anti-federalistissimi ( ADJECTIVE ) lemma=anti-federalista 
 anti-federalistissimo ( ADJECTIVE ) lemma=anti-federalista 
 anti-festival ( ADJECTIVE ) 
 anti-frode ( ADJECTIVE ) 
 anti-fumo ( ADJECTIVE ) 
 anti-fusione ( ADJECTIVE ) 
 anti-gas ( ADJECTIVE ) 
 anti-gastrite ( ADJECTIVE ) 
 anti-gay ( ADJECTIVE ) 
 anti-giapponese ( ADJECTIVE ) 
 anti-giapponesi ( ADJECTIVE ) lemma=anti-giapponese 
 anti-giapponesissima ( ADJECTIVE ) lemma=anti-giapponese 
 anti-giapponesissime ( ADJECTIVE ) lemma=anti-giapponese 
 anti-giapponesissimi ( ADJECTIVE ) lemma=anti-giapponese 
 anti-giapponesissimo ( ADJECTIVE ) lemma=anti-giapponese 
 anti-giudice ( ADJECTIVE ) 
 anti-giudici ( ADJECTIVE ) lemma=anti-giudice|anti-giudici 
 anti-giudicissima ( ADJECTIVE ) lemma=anti-giudice 
