 H ( NOUN NOUN_PROPER_SINGULAR ) 
 H&F ( NOUN NOUN_PROPER_SINGULAR ) 
 H&H ( NOUN NOUN_PROPER_SINGULAR ) 
 H&K ( NOUN NOUN_PROPER_SINGULAR ) 
 H&K-Geschäftsleitung ( NOUN NOUN_PROPER_SINGULAR ) 
 H&K-Waffen ( NOUN NOUN_PROPER_SINGULAR ) 
 H&M ( NOUN NOUN_PROPER_SINGULAR ) 
 Historienfilm ( NOUN NOUN_PROPER_SINGULAR ) 
 Historienfilme ( NOUN NOUN_PROPER_SINGULAR ) lemma=Historienfilm 
 Historienfilmen ( NOUN NOUN_PROPER_SINGULAR ) lemma=Historienfilm 
 Historienfilms ( NOUN NOUN_PROPER_SINGULAR ) lemma=Historienfilm 
 Historiengemälde ( NOUN NOUN_PROPER_SINGULAR ) 
 Historienhort ( NOUN NOUN_PROPER_SINGULAR ) 
 Historienlandschaft ( NOUN NOUN_PROPER_SINGULAR ) 
 Historienmaler ( NOUN NOUN_PROPER_SINGULAR ) 
 Historienmalerei ( NOUN NOUN_PROPER_SINGULAR ) 
 Historienmalers ( NOUN NOUN_PROPER_SINGULAR ) lemma=Historienmaler 
 Historienposse ( NOUN NOUN_PROPER_SINGULAR ) 
 Historiensammlung ( NOUN NOUN_PROPER_SINGULAR ) 
 Historienschein ( NOUN NOUN_PROPER_SINGULAR ) 
 Historienschinken ( NOUN NOUN_PROPER_SINGULAR ) 
 Historienspektakel ( NOUN NOUN_PROPER_SINGULAR ) 
 Historienspiel ( NOUN NOUN_PROPER_SINGULAR ) 
 Historienstück ( NOUN NOUN_PROPER_SINGULAR ) 
 Historik ( NOUN NOUN_PROPER_SINGULAR ) 
 Historik-Krimi ( NOUN NOUN_PROPER_SINGULAR ) 
 Historika ( NOUN NOUN_PROPER_SINGULAR ) lemma=Historik 
 Historiker ( NOUN NOUN_PROPER_SINGULAR ) 
 Historiker- ( ) 
 Historiker-Assistenten ( NOUN NOUN_PROPER_SINGULAR ) lemma=Historiker-Assistent 
 Historiker-Debatte ( NOUN NOUN_PROPER_SINGULAR ) 
 Historiker-Gesellschaft ( NOUN NOUN_PROPER_SINGULAR ) 
 Historiker-Kommission ( NOUN NOUN_PROPER_SINGULAR ) 
 Historiker-Kontroverse ( NOUN NOUN_PROPER_SINGULAR ) 
 Historiker-Streit ( NOUN NOUN_PROPER_SINGULAR ) 
 Historiker-Tagung ( NOUN NOUN_PROPER_SINGULAR ) 
 Historikerdebatte ( NOUN NOUN_PROPER_SINGULAR ) 
 Historikergruppe ( NOUN NOUN_PROPER_SINGULAR ) 
 Historikerin ( NOUN NOUN_PROPER_SINGULAR ) 
 Historikerinnen ( NOUN NOUN_PROPER_SINGULAR ) lemma=Historikerin 
 Historikerinnenstreit ( NOUN NOUN_PROPER_SINGULAR ) 
 Historikerkommission ( NOUN NOUN_PROPER_SINGULAR ) 
 Historikerkonferenz ( NOUN NOUN_PROPER_SINGULAR ) 
 Historikerkongress ( NOUN NOUN_PROPER_SINGULAR ) 
 Historikerkongreß ( NOUN NOUN_PROPER_SINGULAR ) lemma=Historikerkongress 
 Historikerkreisen ( NOUN NOUN_PROPER_SINGULAR ) lemma=Historikerkreis 
 Historikern ( NOUN NOUN_PROPER_SINGULAR ) lemma=Historiker 
 Historikerpreis ( NOUN NOUN_PROPER_SINGULAR ) 
 Historikers ( NOUN NOUN_PROPER_SINGULAR ) lemma=Historiker 
 Historikerschule ( NOUN NOUN_PROPER_SINGULAR ) 
 Historikerschweigen ( NOUN NOUN_PROPER_SINGULAR ) 
 Historikerstreit ( NOUN NOUN_PROPER_SINGULAR ) 
 Historikerstreites ( NOUN NOUN_PROPER_SINGULAR ) lemma=Historikerstreit 
 Historikerstreits ( NOUN NOUN_PROPER_SINGULAR ) lemma=Historikerstreit 
 Historikertag ( NOUN NOUN_PROPER_SINGULAR ) 
 Historikertages ( NOUN NOUN_PROPER_SINGULAR ) lemma=Historikertag 
 Historikertags ( NOUN NOUN_PROPER_SINGULAR ) lemma=Historikertag 
 Historikertreffen ( NOUN NOUN_PROPER_SINGULAR ) 
 Historikerverband ( NOUN NOUN_PROPER_SINGULAR ) 
 Historikerzunft ( NOUN NOUN_PROPER_SINGULAR ) 
 Historisch-Technischen ( NOUN NOUN_PROPER_SINGULAR ) lemma=Historisch-Technische 
 Historische ( NOUN ADJECTIVE NOUN_PROPER_SINGULAR ) lemma=historisch 
 Historischem ( NOUN ADJECTIVE NOUN_PROPER_SINGULAR ) lemma=historisch 
 Historischen ( NOUN ADJECTIVE NOUN_PROPER_SINGULAR ) lemma=historisch 
 Historischer ( NOUN ADJECTIVE NOUN_PROPER_SINGULAR ) lemma=historisch 
 Historisches ( NOUN ADJECTIVE NOUN_PROPER_SINGULAR ) lemma=historisch 
 Historischwerden ( NOUN NOUN_PROPER_SINGULAR ) 
 Historismus ( NOUN NOUN_PROPER_SINGULAR ) 
 Historismus-Baumeister ( NOUN NOUN_PROPER_SINGULAR ) 
 Historisten ( NOUN NOUN_PROPER_SINGULAR ) lemma=Historist 
 History ( NOUN NOUN_PROPER_SINGULAR ) 
 Hit ( NOUN NOUN_PROPER_SINGULAR ) 
 Hit- ( ) 
 Hit-Café ( NOUN NOUN_PROPER_SINGULAR ) 
 Hit-Express ( NOUN NOUN_PROPER_SINGULAR ) 
 Hit-Expreß ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hit-Express 
 Hit-Geschmack ( NOUN NOUN_PROPER_SINGULAR ) 
 Hit-Parade ( NOUN NOUN_PROPER_SINGULAR ) 
 Hit-Satellit ( NOUN NOUN_PROPER_SINGULAR ) 
 Hitachi- ( ) 
 Hitachi-Werft ( NOUN NOUN_PROPER_SINGULAR ) 
 Hitcafé ( NOUN NOUN_PROPER_SINGULAR ) 
 Hitchcock- ( ) 
 Hitchcock-Film ( NOUN NOUN_PROPER_SINGULAR ) 
 Hitchcock-Filme ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hitchcock-Film 
 Hitchcock-Filmen ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hitchcock-Film 
 Hitchcock-Klassiker ( NOUN NOUN_PROPER_SINGULAR ) 
 Hitchcock-Manier ( NOUN NOUN_PROPER_SINGULAR ) 
 Hitchcock-Zitaten ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hitchcock-Zitat 
 Hitfabrik ( NOUN NOUN_PROPER_SINGULAR ) 
 Hitler ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 Hitler- ( ) 
 Hitler-Anhänger ( NOUN NOUN_PROPER_SINGULAR ) 
 Hitler-Apologeten ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hitler-Apologet 
 Hitler-Aquarelle ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hitler-Aquarell 
 Hitler-Architekten ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hitler-Architekt 
 Hitler-Armee ( NOUN NOUN_PROPER_SINGULAR ) 
 Hitler-Attentat ( NOUN NOUN_PROPER_SINGULAR ) 
 Hitler-Attentates ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hitler-Attentat 
 Hitler-Attentats ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hitler-Attentat 
 Hitler-Attentäter ( NOUN NOUN_PROPER_SINGULAR ) 
 Hitler-Attentäters ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hitler-Attentäter 
 Hitler-Ausstellung ( NOUN NOUN_PROPER_SINGULAR ) 
 Hitler-Bande ( NOUN NOUN_PROPER_SINGULAR ) 
 Hitler-Bart ( NOUN NOUN_PROPER_SINGULAR ) 
 Hitler-Bild ( NOUN NOUN_PROPER_SINGULAR ) 
 Hitler-Bilder ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hitler-Bild 
 Hitler-Bildern ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hitler-Bild 
 Hitler-Biographie ( NOUN NOUN_PROPER_SINGULAR ) 
 Hitler-Bunker ( NOUN NOUN_PROPER_SINGULAR ) 
 Hitler-Bunkers ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hitler-Bunker 
 Hitler-Bärtchen ( NOUN NOUN_PROPER_SINGULAR ) 
 Hitler-Büste ( NOUN NOUN_PROPER_SINGULAR ) 
 Hitler-Darstellung ( NOUN NOUN_PROPER_SINGULAR ) 
 Hitler-Denkmal ( NOUN NOUN_PROPER_SINGULAR ) 
 Hitler-Denkmäler ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hitler-Denkmal 
 Hitler-Deutschland ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 Hitler-Deutschlands ( NOUN NOUN_SINGULAR NOUN_PLURAL ) lemma=Hitler-Deutschland 
 Hitler-Diktatur ( NOUN NOUN_PROPER_SINGULAR ) 
 Hitler-Fans ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hitler-Fan 
 Hitler-Faschismus ( NOUN NOUN_PROPER_SINGULAR ) 
 Hitler-Feier ( NOUN NOUN_PROPER_SINGULAR ) 
 Hitler-Film ( NOUN NOUN_PROPER_SINGULAR ) 
 Hitler-Foto ( NOUN NOUN_PROPER_SINGULAR ) 
 Hitler-Fotos ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hitler-Foto 
 Hitler-Geburtstag ( NOUN NOUN_PROPER_SINGULAR ) 
 Hitler-Geburtstages ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hitler-Geburtstag 
 Hitler-Geburtstags ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hitler-Geburtstag 
 Hitler-Gegner ( NOUN NOUN_PROPER_SINGULAR ) 
 Hitler-Glocke ( NOUN NOUN_PROPER_SINGULAR ) 
 Hitler-Gruss ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hitler-Gruß 
 Hitler-Grusses ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hitler-Gruß 
 Hitler-Gruß ( NOUN NOUN_PROPER_SINGULAR ) 
 Hitler-Grußes ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hitler-Gruß 
 Hitler-Haus ( NOUN NOUN_PROPER_SINGULAR ) 
 Hitler-Herrschaft ( NOUN NOUN_PROPER_SINGULAR ) 
 Hitler-Intimus ( NOUN NOUN_PROPER_SINGULAR ) 
 Hitler-Jahre ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hitler-Jahr 
 Hitler-Jugend ( NOUN NOUN_PROPER_SINGULAR ) 
 Hitler-Jugend-Heim ( NOUN NOUN_PROPER_SINGULAR ) 
 Hitler-Karikatur ( NOUN NOUN_PROPER_SINGULAR ) 
 Hitler-Koalition ( NOUN NOUN_PROPER_SINGULAR ) 
 Hitler-Konkordat ( NOUN NOUN_PROPER_SINGULAR ) 
 Hitler-Mythos ( NOUN NOUN_PROPER_SINGULAR ) 
 Hitler-Okkupation ( NOUN NOUN_PROPER_SINGULAR ) 
 Hitler-Parodie ( NOUN NOUN_PROPER_SINGULAR ) 
 Hitler-Partei ( NOUN NOUN_PROPER_SINGULAR ) 
 Hitler-Portrait ( NOUN NOUN_PROPER_SINGULAR ) 
 Hitler-Portraits ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hitler-Portrait 
 Hitler-Porträts ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hitler-Porträt 
 Hitler-Putsch ( NOUN NOUN_PROPER_SINGULAR ) 
 Hitler-Reden ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hitler-Rede 
 Hitler-Regierung ( NOUN NOUN_PROPER_SINGULAR ) 
 Hitler-Regime ( NOUN NOUN_PROPER_SINGULAR ) 
 Hitler-Regimes ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hitler-Regime 
 Hitler-Reich ( NOUN NOUN_PROPER_SINGULAR ) 
 Hitler-Reiches ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hitler-Reich 
 Hitler-Saddam-Hussein-Vergleich ( NOUN NOUN_PROPER_SINGULAR ) 
 Hitler-Schatz ( NOUN NOUN_PROPER_SINGULAR ) 
 Hitler-Sekretär ( NOUN NOUN_PROPER_SINGULAR ) 
 Hitler-Spielen ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hitler-Spiel 
 Hitler-Staat ( NOUN NOUN_PROPER_SINGULAR ) 
 Hitler-Stalin ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 Hitler-Stalin- ( ) 
 Hitler-Stalin-Geheimabkommen ( NOUN NOUN_PROPER_SINGULAR ) 
 Hitler-Stalin-Pakt ( NOUN NOUN_PROPER_SINGULAR ) 
 Hitler-Stalin-Paktes ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hitler-Stalin-Pakt 
 Hitler-Stalin-Pakts ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hitler-Stalin-Pakt 
 Hitler-Stellvertreter ( NOUN NOUN_PROPER_SINGULAR ) 
 Hitler-Stellvertreters ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hitler-Stellvertreter 
 Hitler-Tagebücher ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hitler-Tagebuch 
 Hitler-Tagebüchern ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hitler-Tagebuch 
 Hitler-Titelbildes ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hitler-Titelbild 
 Hitler-Truppen ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hitler-Truppe 
 Hitler-Verbündete ( NOUN NOUN_PROPER_SINGULAR ) 
 Hitler-Verbündeten ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hitler-Verbündete 
 Hitler-Verehrer ( NOUN NOUN_PROPER_SINGULAR ) 
 Hitler-Verehrung ( NOUN NOUN_PROPER_SINGULAR ) 
 Hitler-Wehrmacht ( NOUN NOUN_PROPER_SINGULAR ) 
 Hitler-Zeit ( NOUN NOUN_PROPER_SINGULAR ) 
 Hitler-Zitat ( NOUN NOUN_PROPER_SINGULAR ) 
 Hitler-Ära ( NOUN NOUN_PROPER_SINGULAR ) 
 Hitlerarmee ( NOUN NOUN_PROPER_SINGULAR ) 
 Hitlerbild ( NOUN NOUN_PROPER_SINGULAR ) 
 Hitlerbilder ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hitlerbild 
 Hitlerbildern ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hitlerbild 
 Hitlerbärtchen ( NOUN NOUN_PROPER_SINGULAR ) 
 Hitlerdeutschland ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 Hitlerdeutschlands ( NOUN NOUN_SINGULAR NOUN_PLURAL ) lemma=Hitlerdeutschland 
 Hitlerdeutungen ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hitlerdeutung 
 Hitlerdiktatur ( NOUN NOUN_PROPER_SINGULAR ) 
 Hitlerfahnen ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hitlerfahne 
 Hitlerfan ( NOUN NOUN_PROPER_SINGULAR ) 
 Hitlerfaschismus ( NOUN NOUN_PROPER_SINGULAR ) 
 Hitlerfaschisten ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hitlerfaschist 
 Hitlerfeier ( NOUN NOUN_PROPER_SINGULAR ) 
 Hitlerflüchtlinge ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hitlerflüchtling 
 Hitlergeburtstag ( NOUN NOUN_PROPER_SINGULAR ) 
 Hitlergeburtstages ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hitlergeburtstag 
 Hitlergegner ( NOUN NOUN_PROPER_SINGULAR ) 
 Hitlergemälde ( NOUN NOUN_PROPER_SINGULAR ) 
 Hitlergruss ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hitlergruß 
 Hitlergrusses ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hitlergruß 
 Hitlergruß ( NOUN NOUN_PROPER_SINGULAR ) 
 Hitlergrußes ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hitlergruß 
 Hitlergrüsse ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hitlergruß 
 Hitlergrüssen ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hitlergruß 
 Hitlergrüße ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hitlergruß 
 Hitlergrüßen ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hitlergruß 
 Hitlerherrschaft ( NOUN NOUN_PROPER_SINGULAR ) 
 Hitlerjugend ( NOUN NOUN_PROPER_SINGULAR ) 
 Hitlerjugend-Führer ( NOUN NOUN_PROPER_SINGULAR ) 
 Hitlerjugend-Generation ( NOUN NOUN_PROPER_SINGULAR ) 
 Hitlerjunge ( NOUN NOUN_PROPER_SINGULAR ) 
 Hitlerjungen ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hitlerjunge 
 Hitlerjungs ( NOUN NOUN_PROPER_SINGULAR ) 
 Hitlerkrieges ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hitlerkrieg 
 Hitlerland ( NOUN NOUN_PROPER_SINGULAR ) 
 Hitlerporträt ( NOUN NOUN_PROPER_SINGULAR ) 
 Hitlerputsch ( NOUN NOUN_PROPER_SINGULAR ) 
 Hitlerreden ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hitlerrede 
 Hitlerregierung ( NOUN NOUN_PROPER_SINGULAR ) 
 Hitlerregime ( NOUN NOUN_PROPER_SINGULAR ) 
 Hitlerregimes ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hitlerregime 
 Hitlerreich ( NOUN NOUN_PROPER_SINGULAR ) 
 Hitlers ( NOUN NOUN_SINGULAR NOUN_PLURAL ) lemma=Hitler 
 Hitlerstellvertreter ( NOUN NOUN_PROPER_SINGULAR ) 
 Hitlertagebücher ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hitlertagebuch 
 Hitlertagebüchern ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hitlertagebuch 
 Hitlertod ( NOUN NOUN_PROPER_SINGULAR ) 
 Hitlertruppen ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hitlertruppe 
 Hitlerwehrmacht ( NOUN NOUN_PROPER_SINGULAR ) 
 Hitlerzeit ( NOUN NOUN_PROPER_SINGULAR ) 
 Hitliste ( NOUN NOUN_PROPER_SINGULAR ) 
 Hitlisten ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hitliste 
 Hitoshi ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 Hitotsubashi-Universität ( NOUN NOUN_PROPER_SINGULAR ) 
 Hitparade ( NOUN NOUN_PROPER_SINGULAR ) 
 Hitparaden ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hitparade 
 Hitparaden-Stürmer ( NOUN NOUN_PROPER_SINGULAR ) 
 Hitparadenmusik ( NOUN NOUN_PROPER_SINGULAR ) 
 Hitparadenplätze ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hitparadenplatz 
 Hitparadenstürmer ( NOUN NOUN_PROPER_SINGULAR ) 
 Hitparadentauglichkeit ( NOUN NOUN_PROPER_SINGULAR ) 
 Hitradio ( NOUN NOUN_PROPER_SINGULAR ) 
 Hitraud ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 Hits ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hit 
 Hitsongs ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hitsong 
 Hittorfstrasse ( NOUN NOUN_PROPER_SINGULAR ) 
 Hittorfstraße ( NOUN NOUN_PROPER_SINGULAR ) 
 Hitzacker ( NOUN NOUN_PROPER_SINGULAR ) 
 Hitze ( NOUN NOUN_PROPER_SINGULAR ) 
 Hitze- ( ) 
 Hitze-Derby ( NOUN NOUN_PROPER_SINGULAR ) 
 Hitze-Entwicklung ( NOUN NOUN_PROPER_SINGULAR ) 
 Hitze-Rekord ( NOUN NOUN_PROPER_SINGULAR ) 
 Hitze-Rekorde ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hitze-Rekord 
 Hitzebehandlung ( NOUN NOUN_PROPER_SINGULAR ) 
 Hitzebeständigkeit ( NOUN NOUN_PROPER_SINGULAR ) 
 Hitzeeinwirkung ( NOUN NOUN_PROPER_SINGULAR ) 
 Hitzeentwicklung ( NOUN NOUN_PROPER_SINGULAR ) 
 Hitzefahrt ( NOUN NOUN_PROPER_SINGULAR ) 
 Hitzefreiregelungen ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hitzefreiregelung 
 Hitzegeschädigt ( ADJECTIVE ) lemma=hitzegeschädigt 
 Hitzegewitter ( NOUN NOUN_PROPER_SINGULAR ) 
 Hitzeglocke ( NOUN NOUN_PROPER_SINGULAR ) 
 Hitzegrade ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hitzegrad 
 Hitzegraden ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hitzegrad 
 Hitzeinaktivierung ( NOUN NOUN_PROPER_SINGULAR ) 
 Hitzekessel ( NOUN NOUN_PROPER_SINGULAR ) 
 Hitzekollaps ( NOUN NOUN_PROPER_SINGULAR ) 
 Hitzemonat ( NOUN NOUN_PROPER_SINGULAR ) 
 Hitzeopfer ( NOUN NOUN_PROPER_SINGULAR ) 
 Hitzeperiode ( NOUN NOUN_PROPER_SINGULAR ) 
 Hitzeperioden ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hitzeperiode 
 Hitzequellen ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hitzequelle 
 Hitzerekord ( NOUN NOUN_PROPER_SINGULAR ) 
 Hitzerekorde ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hitzerekord 
 Hitzerekorden ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hitzerekord 
 Hitzeroth ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 Hitzeroth-Verlag ( NOUN NOUN_PROPER_SINGULAR ) 
 Hitzeschlacht ( NOUN NOUN_PROPER_SINGULAR ) 
 Hitzeschlachten ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hitzeschlacht 
 Hitzeschlag ( NOUN NOUN_PROPER_SINGULAR ) 
 Hitzeschutz ( NOUN NOUN_PROPER_SINGULAR ) 
 Hitzeschutzschild ( NOUN NOUN_PROPER_SINGULAR ) 
 Hitzeschäden ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hitzeschaden 
 Hitzestau ( NOUN NOUN_PROPER_SINGULAR ) 
 Hitzestaus ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hitzestau 
 Hitzesterilisierung ( NOUN NOUN_PROPER_SINGULAR ) 
 Hitzetagen ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hitzetag 
 Hitzetest ( NOUN NOUN_PROPER_SINGULAR ) 
 Hitzetod ( NOUN NOUN_PROPER_SINGULAR ) 
 Hitzewallungen ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hitzewallung 
 Hitzewelle ( NOUN NOUN_PROPER_SINGULAR ) 
 Hitzewellen ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hitzewelle 
 Hitzewochenende ( NOUN NOUN_PROPER_SINGULAR ) 
 Hitzewolken ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hitzewolke 
 Hitzfeld ( NOUN NOUN_PROPER_SINGULAR ) 
 Hitzfelds ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hitzfeld 
 Hitzhofen-Böhmfeld ( NOUN NOUN_PROPER_SINGULAR ) 
 Hitzhofen-Oberzell ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 Hitzhofen-Oberzeller ( NOUN NOUN_SINGULAR NOUN_PLURAL NOUN_PROPER_SINGULAR ) 
 Hitzige ( NOUN ADJECTIVE NOUN_PROPER_SINGULAR ) lemma=hitzig 
 Hitziger ( NOUN ADJECTIVE NOUN_PROPER_SINGULAR ) lemma=hitzig 
 Hitziges ( NOUN ADJECTIVE NOUN_PROPER_SINGULAR ) lemma=hitzig 
 Hitzkirchen ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hitzkirche 
 Hitzkopf ( NOUN NOUN_PROPER_SINGULAR ) 
 Hitzköpfe ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hitzkopf 
 Hitzköpfen ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hitzkopf 
 Hitzschlag ( NOUN NOUN_PROPER_SINGULAR ) 
 Hitzschlags ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hitzschlag 
 Hitzvakanz ( NOUN NOUN_PROPER_SINGULAR ) 
 Hiza ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 Hizballah-Milizen ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hizballah-Miliz 
 Hizballah-Stellungen ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hizballah-Stellung 
 Hizbollah-Bewegung ( NOUN NOUN_PROPER_SINGULAR ) 
 Hizbollah-Führer ( NOUN NOUN_PROPER_SINGULAR ) 
 Hizbollah-Generalsekretär ( NOUN NOUN_PROPER_SINGULAR ) 
 Hizbollah-Lager ( NOUN NOUN_PROPER_SINGULAR ) 
 Hizbollah-Miliz ( NOUN NOUN_PROPER_SINGULAR ) 
 Hizbollah-Milizen ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hizbollah-Miliz 
 Hizmetim ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 Hj. ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 Hjalmar ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 Hjorth ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 Hjördis ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 Hl. ( ADJECTIVE ) lemma=hl. 
 Hlinka-Garde ( NOUN NOUN_PROPER_SINGULAR ) 
 Hmong-Gemeinschaft ( NOUN NOUN_PROPER_SINGULAR ) 
 Ho ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 Ho- ( ) 
 Ho-Chi- ( ) 
 Ho-Chi-Min- ( ) 
 Ho-Chi-Minh- ( ) 
 Ho-Chi-Minh-Pfad ( NOUN NOUN_PROPER_SINGULAR ) 
 Ho-Chi-Minh-Stadt ( NOUN NOUN_PROPER_SINGULAR ) 
 Ho-Chi-Minh-Strasse ( NOUN NOUN_PROPER_SINGULAR ) lemma=Ho-Chi-Minh-Straße 
 Ho-Chi-Minh-Straße ( NOUN NOUN_PROPER_SINGULAR ) 
 Ho-Fang ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 Ho-Jung ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 Ho-San ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 Ho-Suk ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 Ho-Tschi-Minh-Stadt ( NOUN NOUN_PROPER_SINGULAR ) 
 Hoa ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 Hoai ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 Hoang ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 Hoanh ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 Hobbes-Zitat ( NOUN NOUN_PROPER_SINGULAR ) 
 Hobbit-Bühne ( NOUN NOUN_PROPER_SINGULAR ) 
 Hobby ( NOUN NOUN_PROPER_SINGULAR ) 
 Hobby- ( ) 
 Hobby-Akteure ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hobby-Akteur 
 Hobby-Aktiven ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hobby-Aktive 
 Hobby-Arbeit ( NOUN NOUN_PROPER_SINGULAR ) 
 Hobby-Archäologe ( NOUN NOUN_PROPER_SINGULAR ) 
 Hobby-Archäologen ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hobby-Archäologe 
 Hobby-Armbrust ( NOUN NOUN_PROPER_SINGULAR ) 
